slno	concept_id	concepticon_id	concepticon_name	name	gloss	concept	stage	comment	category	definition	japanese	hindi	assamese	mandarin	burmese	nagamese	SILCAWL	CALMSEA
687	outsider..foreigner	–	–	outsider (foreigner)	outsider	ᴏᴜᴛꜱɪᴅᴇʀ	5			A person who is not a member of a specific group, community, or country.	外国人	पराया		局外人	အပြင်လူ			
196	overmorrow	1179	DAY AFTER TOMORROW	overmorrow	overmorrow	ᴏᴠᴇʀᴍᴏʀʀᴏᴡ	3			The day that comes after tomorrow.	あさって	परसों		後天	သဘက်ခါ			
197	owl	735	OWL	owl	owl	ᴏᴡʟ	3		fauna	A nocturnal bird of prey with large eyes and a flat face.	フクロウ	उल्लू		貓頭鷹	ဇီးကွက်		owl	
688	ox	1169	OX	ox	ox	ᴏx	5		fauna	A large, strong bovine animal used as a draft animal for pulling heavy loads or a plow.	使役牛	बैल		牛	လယ်ထွန်နွား			
909	pack..things:to	3656	PACK	to pack (things)	pack	ᴘᴀᴄᴋ	5			To place various items into a container, such as a bag, box, or basket, to prepare them for storage or travel.	詰める	जुड़वाँ जानवरों का झुंड		獸羣	ထုပ်ပိုးသည်		pack (v)	
689	palm.tree	1181	PALM TREE	palm tree	palm.tree	ᴘᴀʟᴍ.ᴛʀᴇᴇ	5		flora	A large tree with a single, unbranched trunk and long, fan-shaped or feather-like leaves at the top.	ヤシの木			棕櫚樹			oil palm	palm
200	pangolin	2508	PANGOLIN	pangolin	pangolin	ᴘᴀɴɢᴏʟɪɴ	3		fauna	A scaly, nocturnal mammal that eats ants and termites and rolls into a ball for protection.	センザンコウ	टिकटिकी		穿山甲	သင်းခွေချပ်		pangolin	
690	parents..general	505	PARENTS	parents (general)	parents	ᴘᴀʀᴇɴᴛꜱ	5		kinship	The male and female individuals who have produced or raised a person.	父母	माता-पिता		父母	မိဘ			
742	path:side.of	–	–	side of path	side.of.path	ꜱɪᴅᴇ.ᴏꜰ.ᴘᴀᴛʜ	5			The area or ground immediately next to a trail or road.	道端	सड़क का किनारा		路旁	လမ်းဘေး			
201	path..road	2252	PATH	path (road)	path	ᴘᴀᴛʜ	3			A track or narrow way made for walking or traveling, often through a forest or field, that is smaller than a major road.	道	सड़क		道路 / 路徑	လမ်း			road
910	pay:to	718	PAY	to pay	pay	ᴘᴀʏ	5			To give money to someone in exchange for goods, services, or a debt.	払う	भुगतान करना		付錢	ငွေပေးချေသည်			
691	peacock	3382	PEACOCK	peacock	peacock	ᴘᴇᴀᴄᴏᴄᴋ	5		fauna	A large, colorful bird with a long tail of feathers that can be spread out into a fan shape.	孔雀	मोर		孔雀	ဒေါင်း			
480	peel:to	275	PEEL	to peel	peel	ᴘᴇᴇʟ	4			To remove the outer skin or rind from a fruit, a vegetable, or a nut.	剥く	छिलना		剝皮	အခွံနွှာသည်		peel (v)	
692	penis	1222	PENIS	penis	penis	ᴘᴇɴɪꜱ	5		body parts	The male reproductive organ located on the human body.	男性器	लिंग		陰莖	လိင်တံ			penis
693	people	789	PEOPLE	people	people	ᴘᴇᴏᴘʟᴇ	5			The human beings that belong to a specific group, community, or population.	民	लोग		人們	လူများ			
310	perch:to	3682	PERCH (OF BIRD)	to perch	perch	ᴘᴇʀᴄʜ	3			To rest or settle on a thin branch, wire, or narrow object, especially a bird.	止まる（鳥が）	उड़ना		棲息	ငှက်နားသည်			
681	person:old	725	OLD PERSON	old person	old.person	ᴏʟᴅ.ᴘᴇʀꜱᴏɴ	5			A person who has lived for many years and is in the later stages of their life.	老人	बूढ़ा		年老	သက်ကြီးရွယ်အို		old person	
15	person..human.being	683	PERSON	person (human being)	person	ᴘᴇʀꜱᴏɴ	1			A human being.	人間	व्यक्ति		人	လူ		person	person/human being
694	pestle	225	PESTLE	pestle	pestle	ᴘᴇꜱᴛʟᴇ	5			A heavy, club-shaped tool used for crushing or grinding substances in a bowl or mortar.	杵	मुसल		杵	ကျည်ပွေ့		pestle (for peppers)	
695	pheasant	3060	PHEASANT	pheasant	pheasant	ᴘʜᴇᴀꜱᴀɴᴛ	5		fauna	A large, colorful bird belonging to the Phasianidae family, often found on the ground and known for its long tail.	雉	मूर्ग़		雉雞	ရစ်ငှက်			
911	pick..of.fruit:to	2148	PICK	to pick (of fruit)	pick	ᴘɪᴄᴋ	5			To remove a piece of fruit from a tree or a plant by hand or with a tool.	摘む	छुटकारा ढूंढ़ना		揀東西	ခူးသည်		pick, pluck (fruit)	
311	pierce..puncture:to	398	PIERCE	to pierce (puncture)	pierce	ᴘɪᴇʀᴄᴇ	3			To make a small hole in something using a sharp, pointed object.	突き刺す	चुभाना		刺穿	ဖောက်သည်		pierce (ears)	
62	pig..general	1337	PIG	pig (general)	pig	ᴘɪɢ	2		fauna	A large, heavy mammal with a snout used for rooting in the ground.	豚	सूअर		豬	ဝက်		pig	pig
696	pillar	–	–	pillar	pillar	ᴘɪʟʟᴀʀ	5			A strong, vertical post used as a support for a building or structure.	柱	स्तंभ		柱子	တိုင်			
697	pillow	1044	PILLOW	pillow	pillow	ᴘɪʟʟᴏᴡ	5			A soft object used to support the head while sleeping or resting.	枕	तकिया		枕頭	ခေါင်းအုံး		pillow	
698	place..area	723	PLACE (POSITION)	place (area)	place	ᴘʟᴀᴄᴇ	5			A specific point, location, or area in space.	場所	जगह		地方	နေရာ			
312	place..put:to	998	PUT	to place (put)	place	ᴘʟᴀᴄᴇ	3			To move an object from one position to another and set it down in a specific location.	置く	रखना		放	ထားသည်		put, place, set	put, place
699	plain..unadorned	–	–	plain (unadorned)	plain	ᴘʟᴀɪɴ	5			A thing that is simple and lacks any decoration, pattern, or extra features.	無地の	सादा		樸素	ရိုးရိုး			
202	plains..lowlands	652	PLAIN	plains (lowlands)	plains	ᴘʟᴀɪɴꜱ	3			A large area of flat land with very few hills or mountains.	野原，平原	निम्नभूमि		低地	မြေနိမ့်			
700	plank..wood	–	–	plank (wood)	plank	ᴘʟᴀɴᴋ	5			A long, flat, rectangular piece of wood used for building or flooring.	板	लकड़ी का तख्ता		木板	ပျဉ်ပြား			
701	plant	653	PLANT (VEGETATION)	plant	plant	ᴘʟᴀɴᴛ	5			A living organism that grows in the soil and is not an animal.	植物	पौधा		植物	အပင်			
313	plant:to	1486	PLANT (SOMETHING)	to plant	plant	ᴘʟᴀɴᴛ	3			To put a seed, bulb, or young stem into the ground so that it can grow.	植える	लगाना		種植	စိုက်သည်		to plant	
912	plant..with.stick:to	–	–	to plant (with stick)	plant	ᴘʟᴀɴᴛ	5			To push a stick or a tool into the ground to create a hole for a seed or a small plant.	植え付ける	लाठी मारकर लगाना		扦插	တုတ်ဖြင့်စိုက်သည်			
702	plate	480	PLATE	plate	plate	ᴘʟᴀᴛᴇ	5			A flat, shallow dish used for holding or serving food.	皿	थाली		盤子	ပန်းကန်			
314	play..game:to	1413	PLAY	to play (game)	play	ᴘʟᴀʏ	3			To engage in a structured activity or competition involving rules, such as a board game or a sport, for entertainment or winning.	競技をする	खेलना		玩	ကစားသည်			
703	plough	1921	PLOUGH	plough	plough	ᴘʟᴏᴜɢʜ	5			A tool used for turning over soil or making furrows in a field before planting seeds.	鋤	हल		犁	ထယ်			
914	plough:to	1921	PLOUGH	to plough	plough	ᴘʟᴏᴜɢʜ	5			To turn over or break up soil in a field using a tool, typically pulled by an animal or a machine, in order to prepare it for planting.	鋤で耕す	हल चलाना		耕地	ထွန်ယက်သည်			
915	poison:to	–	–	to poison	poison	ᴘᴏɪꜱᴏɴ	5			To put a harmful or deadly substance into food, drink, or a body so that it causes sickness or death.	毒を盛る	जहर देना		毒害	အဆိပ်တိုက်သည်			
704	poison..for.arrow	655	POISON	poison (for arrow)	poison	ᴘᴏɪꜱᴏɴ	5			A toxic substance applied to a weapon, such as a projectile or a blade, to cause harm or death to a target.	矢に塗る毒	जहर		製箭用的毒	မြားဦးအဆိပ်		poison (on arrow)	poison [antifood]
427	poison..general	655	POISON	poison (general)	poison	ᴘᴏɪꜱᴏɴ	4			A substance that causes illness, injury, or death when it is swallowed, inhaled, or absorbed into the body.	毒			毒藥	အဆိပ်			
705	pond	2035	POND	pond	pond	ᴘᴏɴᴅ	5			A small body of still water, smaller than a lake.	池	तालाब		池塘	ရေအိုင်			
428	porcupine	2510	PORCUPINE	porcupine	porcupine	ᴘᴏʀᴄᴜᴘɪɴᴇ	4		fauna	A large rodent that has many sharp, hard spines covering its body for protection.	ヤマアラシ	शहरा		豪豬	ဖြူကောင်		porcupine	
706	porcupine.quill	–	–	porcupine quill	porcupine.quill	ᴘᴏʀᴄᴜᴘɪɴᴇ.ꞯᴜɪʟʟ	5		fauna	A sharp, needle-like hair found on the skin of a large rodent.	ヤマアラシの刺			刺蝟刺				
707	post	281	POST	post	post	ᴘᴏꜱᴛ	5			A long, slender piece of wood or metal that is driven into the ground to support a structure or act as a boundary.	杭	खंडुआ		木樁	သစ်တိုင်			
49	pot:cooking	1462	POT	cooking pot	cooking.pot	ᴄᴏᴏᴋɪɴɢ.ᴘᴏᴛ	2			A container used for heating food or water over a fire or stove.	つぼ	पतीला		烹飪鍋	ဟင်းချက်အိုး			
573	pot:earthen	–	–	earthen pot	earthen.pot	ᴇᴀʀᴛʜᴇɴ.ᴘᴏᴛ	5			A container made of baked clay used for holding water or cooking food.	土器	मिट्टी का बर्तन		砂鍋	မြေအိုး			
481	pound..of.rice:to	354	POUND	to pound (of rice)	pound	ᴘᴏᴜɴᴅ	4			To crush or flatten grains, such as rice, into a different form by repeatedly hitting them with a heavy tool like a pestle.	搗く	पीसना		舂米	ထောင်းသည်			
482	pour:to	1487	POUR	to pour	pour	ᴘᴏᴜʀ	4			To cause a liquid to flow from a container in a continuous stream.	注ぐ	डालना		倒	လောင်းသည်		pour	
819	prepared:to.be	790	READY	to be prepared	prepared	ᴘʀᴇᴘᴀʀᴇᴅ	5			To be in a state where one is able to act or move immediately because all necessary things are in place.	準備ができている	तैयार होना		準備好	အဆင်သင့်ဖြစ်သည်			
916	press:to	1913	PRESS	to press	press	ᴘʀᴇꜱꜱ	5			To apply steady force against a surface or an object, often with the hands or a tool, to flatten it or hold it in place.	押さえる	दबाना		按	ဖိသည်			
820	proud:to.be	174	PROUD	to be proud	proud	ᴘʀᴏᴜᴅ	5			To feel a sense of satisfaction, pleasure, or self-importance because of one's own achievements, qualities, or the accomplishments of someone close to them.	誇りに思う	गर्व महसूस करना		驕傲	ဂုဏ်ယူသည်		(be) proud	
483	pull:to	1455	PULL	to pull	pull	ᴘᴜʟʟ	4			To exert force on an object to move it toward oneself or in a specific direction.	ひっぱる	खींचना		拉	ဆွဲသည်		to pull	
709	punji	–	–	punji	punji	ᴘᴜɴᴊɪ	5			A sharpened wooden stake, often made of bamboo, used as a trap to injure the feet or legs of people walking through a jungle.	刺突用の杭			竹樁陷阱				
711	pus	1808	PUS	pus	pus	ᴘᴜꜱ	5		body parts	A thick, yellowish or whitish liquid that forms in a part of the body during an infection or inflammation.	膿	दलदल		膿	ပြည်		pus	
484	push:to	1452	PUSH	to push	push	ᴘᴜꜱʜ	4			To apply force against an object to move it away from oneself or to move it forward.	押す	धक्का देना		推	တွန်းသည်			
503	q.:when	1238	WHEN	when	when	ᴡʜᴇɴ	4			At what time or on what occasion an event occurs.	いつ			什麼時候			when (future)	
712	rabbit	1136	RABBIT	rabbit	rabbit	ʀᴀʙʙɪᴛ	5		fauna	A small mammal with long ears and a short tail that lives in burrows and eats plants.	兎	खरगोश		兔子	ယုန်		rabbit	
713	raft	1664	RAFT	raft	raft	ʀᴀꜰᴛ	5			A flat structure made of wood or other materials that floats on water and is used for transport.	いかだ	राफ्ट		木筏	ဖောင်			
63	rain	1253	RAIN (RAINING)	rain	rain	ʀᴀɪɴ	2			Water that falls from the clouds in drops through the air.	雨			雨	မိုး			
714	rainbow	1733	RAINBOW	rainbow	rainbow	ʀᴀɪɴʙᴏᴡ	5			A multicolored arc of light appearing in the sky when sunlight shines through raindrops after a storm.	虹	इंद्रधनुष		彩虹	သက်တံ		rainbow	
253	raw..uncooked:to.be	1959	RAW	to be raw (uncooked)	raw	ʀᴀᴡ	3			To be in a state where food has not been cooked by heat.	生の	कच्चा		生的	အစိမ်းဖြစ်သည်			
717	reed	659	REED	reed	reed	ʀᴇᴇᴅ	5		flora	A tall, thin plant that grows in water or wet soil, often used for making mats or baskets.	葦	नार		蘆葦	ကျူ			
315	release..let.go:to	1095	LET GO OR SET FREE	to release (let go)	release	ʀᴇʟᴇᴀꜱᴇ	3			To stop holding something or to allow a person or animal to depart from one's grip or confinement.	放す	छोड़ना		放開	လွှတ်လိုက်သည်		to set free, let go (animal)	let go; set free; loosen
917	remain..stay:to	987	REMAIN	to remain (stay)	remain	ʀᴇᴍᴀɪɴ	5			To continue being in a particular place or state instead of leaving or changing.	その場に残る	रहना		剩下	ကျန်သည်		remain, stay	
918	remember:to	707	REMEMBER	to remember	remember	ʀᴇᴍᴇᴍʙᴇʀ	5			To bring a past event, fact, or piece of information back into one's mind.	思い出す	याद करना		記住	မှတ်မိသည်		remember	
919	request..something:to	1828	ASK (REQUEST)	to request (something)	request	ʀᴇꞯᴜᴇꜱᴛ	5			To express a desire for something or to ask for something from another person.	頼む	पंजा		動物的爪子	တောင်းခံသည်		ask, request	
429	rib..bone	801	RIB	rib (bone)	rib	ʀɪʙ	4		body parts	A bone that forms part of the chest cage and protects the heart and lungs.	肋骨	पसली		肋骨	နံရိုး		rib	
48	rice:cooked	1191	COOKED RICE	cooked rice	cooked.rice	ᴄᴏᴏᴋᴇᴅ.ʀɪᴄᴇ	2		rice	The substance made from grains of rice that has been boiled or steamed in water and is ready to eat.	ご飯	भात		熟飯	ထမင်း		cooked rice	rice (cooked)
708	rice:pounded	3285	RICE FLOUR	pounded rice	pounded.rice	ᴘᴏᴜɴᴅᴇᴅ.ʀɪᴄᴇ	5		rice	A substance made by crushing or grinding grains of rice into a fine powder or small pieces.	米粉			米粉			pounded rice	
760	rice:sticky	2750	GLUTINOUS RICE	sticky rice	sticky.rice	ꜱᴛɪᴄᴋʏ.ʀɪᴄᴇ	5		rice	A type of rice that is very glue-like and sticky when cooked.	もち米			糯米				
997	rice:wild	3390	WILD RICE	wild rice	wild.rice	ᴡɪʟᴅ.ʀɪᴄᴇ	5		rice	A type of grain that grows in water or wetlands, distinct from the common cultivated grain used for food.	ワイルドライス			水生稻穀				
